Revenue,Community Wellbeing & Social Care,5105636861,15.11.2013,Elderly Frail Homecare,Charges from Independent Providers,0.00,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636021,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"2,207.04",ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636027,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,827.64,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636028,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,159.72,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636034,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636023,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,116.16,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636137,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,348.48,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636033,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636043,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,196.02,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636024,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"1,589.94",ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636039,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,294.03,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636036,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,406.56,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636037,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,166.98,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636032,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,58.08,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636022,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,290.40,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636026,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"1,118.04",ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636029,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,522.72,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636030,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,689.70,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636018,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,377.52,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636031,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,101.64,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636035,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,203.28,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636038,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,319.44,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636041,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,246.84,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636020,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,784.08,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636055,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,406.56,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636049,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,555.39,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636050,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,116.16,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636048,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,696.96,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636045,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,333.96,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636052,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,805.86,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636046,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,413.82,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636051,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"2,308.68",ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636054,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,261.36,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636019,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"2,141.70",ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636056,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,192.39,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636025,13.11.2013,Elderly Frail Homecare,Charges from Independent Providers,"1,408.44",ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636053,13.11.2013,Elderly Mentally Ill Homecare,Charges from Independent Providers,152.46,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105634067,01.11.2013,Elderly Frail Managed Accounts,Charges from Independent Providers,0.00,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636047,13.11.2013,Elderly Frail Managed Accounts,Regular Respite Care,116.16,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636138,13.11.2013,Elderly Frail Managed Accounts,Charges from Independent Providers,272.25,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636057,13.11.2013,Elderly Frail Managed Accounts,Charges from Independent Providers,101.64,ACORN CARE SERVICE LTD
Revenue,Community Wellbeing & Social Care,5105636044,13.11.2013,Elderly Frail Managed Accounts,Charges from Independent Providers,776.82,ACORN CARE SERVICE LTD
Revenue,Economy & Environment,5105638228,27.11.2013,Fire Technical Support,Vehicle Maintenance Costs,95.60,ADAMS MOREY LTD
Revenue,Economy & Environment,5105635247,06.11.2013,Fire Technical Support,Vehicle Maintenance Costs,49.00,ADAMS MOREY LTD
Revenue,Economy & Environment,5105634126,06.11.2013,Trading Standards,Training,55.00,ADAS UK LTD
Revenue,Childrens Services,5105637071,27.11.2013,Adoption Costs,Payments to Voluntary and Other Associations,"1,194.42",ADOPTION MATTERS NORTHWEST
Revenue,Resources,5105635239,06.11.2013,17 Fairlee Road,Security of Buildings,359.26,ADT FIRE AND SECURITY PLC
Revenue,Economy & Environment,5105638239,27.11.2013,Environmental Health - Geographical Team,Courier Costs,34.17,AIR LOGISTICS NETWORKS LTD
Revenue,Childrens Services,5105638498,29.11.2013,Reviewing Officer,Agency staff,"1,350.00",AIR SOCIAL CARE
Revenue,Childrens Services,5105638498,29.11.2013,Reviewing Officer,Agency staff,315.47,AIR SOCIAL CARE
Revenue,Childrens Services,5105638294,27.11.2013,Reviewing Officer,Agency staff,"2,497.50",AIR SOCIAL CARE
Revenue,Childrens Services,5105638294,27.11.2013,Reviewing Officer,Agency staff,280.37,AIR SOCIAL CARE
Revenue,Community Wellbeing & Social Care,5105634019,06.11.2013,Emergency Duty Service,Agency staff,"2,720.00",AIR SOCIAL CARE
Revenue,Community Wellbeing & Social Care,5105632376,22.11.2013,Emergency Duty Service,Agency staff,"1,480.00",AIR SOCIAL CARE
Revenue,Community Wellbeing & Social Care,5105632366,27.11.2013,Emergency Duty Service,Agency staff,"1,520.00",AIR SOCIAL CARE
Revenue,Community Wellbeing & Social Care,5105638418,27.11.2013,Emergency Duty Service,Agency staff,"2,189.75",AIR SOCIAL CARE
Revenue,Community Wellbeing & Social Care,5105637140,20.11.2013,Emergency Duty Service,Agency staff,"1,880.00",AIR SOCIAL CARE
Revenue,Community Wellbeing & Social Care,5105635703,08.11.2013,Emergency Duty Service,Agency staff,"1,760.00",AIR SOCIAL CARE
Revenue,Childrens Services,5105635658,08.11.2013,Support for Looked After Children,Support Children,185.00,ALAN SHEPARD (IOW)
Revenue,Childrens Services,5105637491,20.11.2013,Support for Looked After Children,Support Children,95.00,ALAN SHEPARD (IOW)
Revenue,Community Wellbeing & Social Care,5105639209,29.11.2013,Dinosaur Isle Museum (Sandown Geology),General Materials,29.20,ALEC TIRANTI LTD
Revenue,Community Wellbeing & Social Care,5105639209,29.11.2013,Dinosaur Isle Museum (Sandown Geology),General Materials,5.84,ALEC TIRANTI LTD
Revenue,Economy & Environment,5105637537,20.11.2013,Development Control,Advertising & Publicity,328.65,ALEXANDER ADVERTISING (INT) LTD
Revenue,Economy & Environment,5105637952,22.11.2013,Development Control,Advertising & Publicity,313.24,ALEXANDER ADVERTISING (INT) LTD
Revenue,Economy & Environment,5105634211,06.11.2013,Development Control,Advertising & Publicity,472.43,ALEXANDER ADVERTISING (INT) LTD
Revenue,Childrens Services,5105636662,15.11.2013,Complaints (Children & Families),Professional Services,"1,984.60",ALISON CAMPBELL LTD
Revenue,Economy & Environment,5105637492,20.11.2013,Fire Technical Support,Stock Purchases,22.80,ALLBATTERIES UK LTD
Revenue,Economy & Environment,5105637492,20.11.2013,Fire Technical Support,Stock Purchases,76.00,ALLBATTERIES UK LTD
Revenue,Economy & Environment,5105637492,20.11.2013,Fire Technical Support,Stock Purchases,33.00,ALLBATTERIES UK LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,16.45,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,84.40,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,236.45,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,185.05,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,263.70,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,400.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,308.40,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,390.65,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,123.35,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,210.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,300.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,370.10,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,359.80,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,316.40,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,316.40,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,263.70,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,320.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,308.40,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,390.65,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,123.35,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,67.52,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,189.16,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,148.04,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,210.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,240.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,370.10,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,287.84,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,65.80,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,250.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,22.62,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,158.20,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,421.50,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,310.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,200.00,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,102.80,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,263.16,ALPHA (IOW) LTD
Revenue,Childrens Services,5105634112,06.11.2013,Home to School Transport,Taxis - Contract Hire,312.52,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,328.95,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,390.65,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,22.62,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,158.20,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,128.50,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,421.50,ALPHA (IOW) LTD
Revenue,Childrens Services,5105637548,20.11.2013,Home to School Transport,Taxis - Contract Hire,310.00,ALPHA (IOW) LTD
Revenue,Economy & Environment,5105635220,06.11.2013,Community Safety,Operational Equipment,53.80,ALPHA GRAPHICS
Revenue,Community Wellbeing & Social Care,5105634288,06.11.2013,Learning Disability Residential Care,Charges from Independent Providers,"3,409.00",ALPHAGRANGE LTD
Revenue,Community Wellbeing & Social Care,5105637955,22.11.2013,Central Management Support,Agency staff,209.25,ANCHOR RECRUITMENT
Revenue,Community Wellbeing & Social Care,5105631492,06.11.2013,Central Management Support,Agency staff,209.25,ANCHOR RECRUITMENT
Revenue,Community Wellbeing & Social Care,5105636611,13.11.2013,Central Management Support,Agency staff,104.63,ANCHOR RECRUITMENT
Revenue,Community Wellbeing & Social Care,5105635671,08.11.2013,Central Management Support,Agency staff,83.70,ANCHOR RECRUITMENT
Revenue,Resources,5105636224,13.11.2013,Applications Support,Agency staff,405.60,ANCHOR RECRUITMENT
Revenue,Resources,5105637964,22.11.2013,Applications Support,Agency staff,410.80,ANCHOR RECRUITMENT
Revenue,Resources,5105633760,06.11.2013,Applications Support,Agency staff,395.20,ANCHOR RECRUITMENT
Revenue,Resources,5105635660,08.11.2013,Applications Support,Agency staff,392.60,ANCHOR RECRUITMENT
Revenue,Community Wellbeing & Social Care,5105634290,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",ANCONA CARE HOME
Revenue,Community Wellbeing & Social Care,5105634290,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",ANCONA CARE HOME
Revenue,Community Wellbeing & Social Care,5105634290,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",ANCONA CARE HOME
Revenue,Community Wellbeing & Social Care,5105634290,06.11.2013,REDACTED PERSONAL DATA,Order Settlement,"1,998.08",ANCONA CARE HOME
Revenue,Community Wellbeing & Social Care,5105634239,06.11.2013,REDACTED PERSONAL DATA,Order Settlement,"1,699.88",ANCONA CARE HOME
Revenue,Economy & Environment,5105637493,20.11.2013,Estuaries Officer,Hire of facilities,120.00,ANGELA COACHES LTD
